"","ID","divenum","stime","logMDDD.x","logMDDD.y","knownState","label"
"306","A113b",901,2020-08-22 12:42:55,1.94870021275664,4.35348706606565,4,4
"307","A113b",909,2020-08-22 12:46:11,0.604113889426641,3.84595339440276,4,4
"308","A113b",915,2020-08-22 12:48:46,1.13660941911934,3.48775857577537,4,4
"309","A113b",916,2020-08-22 12:49:21,0.670019531016659,3.51976691310597,4,4
"310","A113b",919,2020-08-22 12:50:49,1.042135254519,3.62425073688019,4,4
"311","A113b",934,2020-08-22 12:56:56,0.641607734234513,3.57873421856687,2,2
"312","A113b",940,2020-08-22 12:59:23,0.90189595335057,3.83428688027695,2,2
"313","A113b",946,2020-08-22 13:02:25,0.911566281858677,3.50714692539427,2,2
"314","A113b",958,2020-08-22 13:06:53,0.715418551200403,3.58168761070604,4,4
"315","A113b",959,2020-08-22 13:07:32,0.625001118701058,3.60798404726192,4,4
"316","A113b",965,2020-08-22 13:09:48,0.664576438980572,3.43127398764212,4,4
"317","A113b",966,2020-08-22 13:10:23,0.951983736363749,3.53766050563123,4,4
"318","A113b",969,2020-08-22 13:12:00,1.03486230690877,3.55261861630533,4,4
"319","A113b",970,2020-08-22 13:12:38,1.0350597712356,3.65464320858978,4,4
"320","A113b",973,2020-08-22 13:14:07,0.612180480300898,3.44964901585954,4,4
"321","A113b",975,2020-08-22 13:15:15,0.997409110107331,3.64649745084254,4,4
"322","A113b",976,2020-08-22 13:15:56,0.921015925632242,3.44564048611976,4,4
"323","A113b",983,2020-08-22 13:19:00,1.40140805417116,3.62786639245325,4,4
"324","A113b",984,2020-08-22 13:19:42,1.10455951497136,3.43347683266036,4,4
"325","A113b",992,2020-08-22 13:23:46,1.10448289173755,3.46425044015152,4,4
"326","A113b",994,2020-08-22 13:24:54,0.998443177420492,3.50848724307073,4,4
"327","A113b",995,2020-08-22 13:25:31,1.24546575312764,3.77132990374846,4,4
"328","A113b",1005,2020-08-22 13:30:18,0.937132055660044,3.67373473742176,4,4
"329","A113b",1010,2020-08-22 13:32:18,0.963294500854153,3.6885480899121,4,4
